SiteNumber,IslandCode,IslandName,SiteCode,SiteName,SurveyYear,Date,shannon,ReserveStatus,Reference,HorizontalSecci,Surge,MeanDepth,survey
1,SM,San Miguel Island,WL,Wyckoff Ledge,2018,2018-09-26,1.6309234671481798,Outside,FALSE,9.8,30,43.27,VFT
1,SM,San Miguel Island,WL,Wyckoff Ledge,2019,2019-09-24,0.9464800232235333,Outside,FALSE,8,40,43.27,VFT
2,SM,San Miguel Island,HR,Hare Rock,1985,1985-06-25,0.847544538143164,Inside,FALSE,10.8,30,20.5,VFT
2,SM,San Miguel Island,HR,Hare Rock,1986,1986-07-09,1.1541168029401037,Inside,FALSE,12.6,8,20.5,VFT
2,SM,San Miguel Island,HR,Hare Rock,1986,1986-08-19,1.1541168029401037,Inside,FALSE,18.1,3,20.5,VFT
2,SM,San Miguel Island,HR,Hare Rock,1987,1987-08-11,1.8480274655450364,Inside,FALSE,12,8,20.5,VFT
2,SM,San Miguel Island,HR,Hare Rock,1987,1987-09-29,1.8480274655450364,Inside,FALSE,15.7,5,20.5,VFT
2,SM,San Miguel Island,HR,Hare Rock,1988,1988-07-26,2.274754761409386,Inside,FALSE,8.4,2,20.5,VFT
2,SM,San Miguel Island,HR,Hare Rock,1988,1988-09-21,2.274754761409386,Inside,FALSE,11.4,12,20.5,VFT
2,SM,San Miguel Island,HR,Hare Rock,1989,1989-08-17,1.2513575174522282,Inside,FALSE,4.4,5,20.5,VFT
2,SM,San Miguel Island,HR,Hare Rock,1989,1989-09-14,1.2513575174522282,Inside,FALSE,5.3,3,20.5,VFT
2,SM,San Miguel Island,HR,Hare Rock,1990,1990-07-25,0.5468311272405164,Inside,FALSE,15.4,0,20.5,VFT
2,SM,San Miguel Island,HR,Hare Rock,1990,1990-09-25,0.5468311272405164,Inside,FALSE,6.3,50,20.5,VFT
2,SM,San Miguel Island,HR,Hare Rock,1991,1991-07-24,1.5468910209537134,Inside,FALSE,11.2,20,20.5,VFT
2,SM,San Miguel Island,HR,Hare Rock,1991,1991-10-16,1.5468910209537134,Inside,FALSE,13,5,20.5,VFT
2,SM,San Miguel Island,HR,Hare Rock,1992,1992-07-15,1.7163045505971635,Inside,FALSE,15.3,0,20.5,VFT
2,SM,San Miguel Island,HR,Hare Rock,1992,1992-09-17,1.7163045505971635,Inside,FALSE,13.8,10,20.5,VFT
2,SM,San Miguel Island,HR,Hare Rock,1993,1993-07-15,1.3937340012689465,Inside,FALSE,16,3,20.5,VFT
2,SM,San Miguel Island,HR,Hare Rock,1993,1993-09-15,1.3937340012689465,Inside,FALSE,11.5,2,20.5,VFT
2,SM,San Miguel Island,HR,Hare Rock,1994,1994-07-13,1.2577156516035797,Inside,FALSE,6,10,20.5,VFT
2,SM,San Miguel Island,HR,Hare Rock,1994,1994-09-27,1.2577156516035797,Inside,FALSE,7.9,20,20.5,VFT
2,SM,San Miguel Island,HR,Hare Rock,1995,1995-08-24,1.5429995310659583,Inside,FALSE,9.5,5,20.5,VFT
2,SM,San Miguel Island,HR,Hare Rock,1995,1995-09-28,1.5429995310659583,Inside,FALSE,7.1,12,20.5,VFT
2,SM,San Miguel Island,HR,Hare Rock,1996,1996-08-07,1.173148874650979,Inside,FALSE,5.9,20,20.5,VFT
2,SM,San Miguel Island,HR,Hare Rock,1996,1996-09-19,1.173148874650979,Inside,FALSE,13,10,20.5,VFT
2,SM,San Miguel Island,HR,Hare Rock,1997,1997-07-09,1.43057099195098,Inside,FALSE,9.5,12,20.5,VFT
2,SM,San Miguel Island,HR,Hare Rock,1998,1998-07-08,0.5717913738724616,Inside,FALSE,NA,10,20.5,VFT
2,SM,San Miguel Island,HR,Hare Rock,1998,1998-09-15,0.5717913738724616,Inside,FALSE,15,30,20.5,VFT
2,SM,San Miguel Island,HR,Hare Rock,1999,1999-07-01,1.419230952670437,Inside,FALSE,6,30,20.5,VFT
2,SM,San Miguel Island,HR,Hare Rock,1999,1999-09-15,1.419230952670437,Inside,FALSE,7.3,5,20.5,VFT
2,SM,San Miguel Island,HR,Hare Rock,2000,2000-06-29,0,Inside,FALSE,7.5,5,20.5,VFT
2,SM,San Miguel Island,HR,Hare Rock,2000,2000-08-30,0,Inside,FALSE,7.5,10,20.5,VFT
2,SM,San Miguel Island,HR,Hare Rock,2001,2001-07-18,1.5881816162941749,Inside,FALSE,4.2,10,20.5,VFT
2,SM,San Miguel Island,HR,Hare Rock,2001,2001-09-19,1.5881816162941749,Inside,FALSE,5.7,20,20.5,VFT
2,SM,San Miguel Island,HR,Hare Rock,2002,2002-07-11,1.3707473409940125,Inside,FALSE,6,10,20.5,VFT
2,SM,San Miguel Island,HR,Hare Rock,2003,2003-09-11,1.3003772146385864,Inside,FALSE,9,10,20.5,VFT
2,SM,San Miguel Island,HR,Hare Rock,2003,2003-09-25,1.3003772146385864,Inside,FALSE,10,NA,20.5,VFT
2,SM,San Miguel Island,HR,Hare Rock,2004,2004-07-27,0.5971374326967829,Inside,FALSE,6.5,10,20.5,VFT
2,SM,San Miguel Island,HR,Hare Rock,2004,2004-09-29,0.5971374326967829,Inside,FALSE,10,30,20.5,VFT
2,SM,San Miguel Island,HR,Hare Rock,2005,2005-06-16,0.9001822455369217,Inside,FALSE,9,10,20.5,VFT
2,SM,San Miguel Island,HR,Hare Rock,2006,2006-06-21,2.0473675753688885,Inside,FALSE,5,20,20.5,VFT
2,SM,San Miguel Island,HR,Hare Rock,2007,2007-07-10,1.596802494753993,Inside,FALSE,7,2,20.5,VFT
2,SM,San Miguel Island,HR,Hare Rock,2008,2008-09-10,1.7442996061320153,Inside,FALSE,11,0,20.5,VFT
2,SM,San Miguel Island,HR,Hare Rock,2009,2009-08-19,1.7519737450320019,Inside,FALSE,10.5,0,20.5,VFT
2,SM,San Miguel Island,HR,Hare Rock,2010,2010-09-14,0.5663974384900261,Inside,FALSE,6.9,0,20.5,VFT
2,SM,San Miguel Island,HR,Hare Rock,2011,2011-09-14,1.9332471344312636,Inside,FALSE,8.5,10,20.5,VFT
2,SM,San Miguel Island,HR,Hare Rock,2012,2012-08-30,1.9808592575050918,Inside,FALSE,11.2,0,20.5,VFT
2,SM,San Miguel Island,HR,Hare Rock,2013,2013-10-19,0.884624556072391,Inside,FALSE,11.1,4,20.5,VFT
2,SM,San Miguel Island,HR,Hare Rock,2014,2014-08-12,0.9154854446344373,Inside,FALSE,13,5,20.5,VFT
2,SM,San Miguel Island,HR,Hare Rock,2015,2015-06-09,1.3862943611198906,Inside,FALSE,5.5,5,20.5,VFT
2,SM,San Miguel Island,HR,Hare Rock,2016,2016-08-09,1.0036595411154228,Inside,FALSE,3.9,5,20.5,VFT
2,SM,San Miguel Island,HR,Hare Rock,2017,2017-07-12,1.5259692739222135,Inside,FALSE,3,5,20.5,VFT
2,SM,San Miguel Island,HR,Hare Rock,2018,2018-09-25,1.0650420408573642,Inside,FALSE,7,0,20.5,VFT
2,SM,San Miguel Island,HR,Hare Rock,2019,2019-10-08,0.30803579281249766,Inside,FALSE,7.5,0,20.5,VFT
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1985,1985-08-06,1.8737620139575584,Outside,TRUE,13.5,15,33.18,VFT
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1986,1986-07-30,1.5736332809618676,Outside,TRUE,7.1,24,33.18,VFT
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1986,1986-09-11,1.5736332809618676,Outside,TRUE,8.5,15,33.18,VFT
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1987,1987-08-26,1.27806483488466,Outside,TRUE,9.5,40,33.18,VFT
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1987,1987-09-30,1.27806483488466,Outside,TRUE,23.4,12,33.18,VFT
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1988,1988-08-17,1.806953543304324,Outside,TRUE,4.7,9,33.18,VFT
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1988,1988-08-30,1.806953543304324,Outside,TRUE,6.3,23,33.18,VFT
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1989,1989-07-27,2.1403188751486413,Outside,TRUE,8.8,13,33.18,VFT
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1989,1989-09-13,2.1403188751486413,Outside,TRUE,10.7,20,33.18,VFT
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1990,1990-08-08,2.034967151688473,Outside,TRUE,10.1,30,33.18,VFT
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1990,1990-09-13,2.034967151688473,Outside,TRUE,13.8,20,33.18,VFT
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1991,1991-08-06,1.5559867796984734,Outside,TRUE,11,30,33.18,VFT
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1991,1991-10-03,1.5559867796984734,Outside,TRUE,6.2,70,33.18,VFT
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1992,1992-07-18,1.8202922646313124,Outside,TRUE,9,30,33.18,VFT
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1992,1992-09-15,1.8202922646313124,Outside,TRUE,12,30,33.18,VFT
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1993,1993-07-28,2.2562664157346872,Outside,TRUE,8,50,33.18,VFT
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1993,1993-09-28,2.2562664157346872,Outside,TRUE,14.8,20,33.18,VFT
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1994,1994-07-28,2.188244115557165,Outside,TRUE,8,30,33.18,VFT
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1994,1994-09-14,2.188244115557165,Outside,TRUE,8.4,15,33.18,VFT
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1995,1995-07-26,1.9123641063734913,Outside,TRUE,6.5,15,33.18,VFT
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1995,1995-09-27,1.9123641063734913,Outside,TRUE,7.5,40,33.18,VFT
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1996,1996-08-05,2.0596394537819243,Outside,TRUE,7.2,45,33.18,VFT
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1996,1996-09-17,2.0596394537819243,Outside,TRUE,8.5,30,33.18,VFT
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1997,1997-07-08,1.3352455684950706,Outside,TRUE,8,35,33.18,VFT
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1998,1998-07-09,1.712134456116805,Outside,TRUE,11,50,33.18,VFT
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1998,1998-09-16,1.712134456116805,Outside,TRUE,13,35,33.18,VFT
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1999,1999-07-21,1.3319875719511738,Outside,TRUE,7,50,33.18,VFT
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1999,1999-09-14,1.3319875719511738,Outside,TRUE,7,30,33.18,VFT
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2000,2000-09-26,1.2247025373591214,Outside,TRUE,10,20,33.18,VFT
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2001,2001-07-31,1.280847836526709,Outside,TRUE,7.5,20,33.18,VFT
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2001,2001-08-29,1.280847836526709,Outside,TRUE,6.2,70,33.18,VFT
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2002,2002-07-23,1.6438983760388177,Outside,TRUE,12.5,25,33.18,VFT
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2002,2002-09-24,1.6438983760388177,Outside,TRUE,6,80,33.18,VFT
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2003,2003-08-06,2.1332162737243316,Outside,TRUE,9,40,33.18,VFT
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2003,2003-09-23,2.1332162737243316,Outside,TRUE,7,50,33.18,VFT
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2004,2004-07-29,1.7210566017810818,Outside,TRUE,13,20,33.18,VFT
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2004,2004-08-25,1.7210566017810818,Outside,TRUE,8,10,33.18,VFT
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2005,2005-07-12,1.7241726218628937,Outside,TRUE,5,50,33.18,VFT
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2006,2006-08-09,1.9014487799443105,Outside,TRUE,7,40,33.18,VFT
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2007,2007-09-26,1.978152882937573,Outside,TRUE,6.5,45,33.18,VFT
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2008,2008-10-01,1.668437032294294,Outside,TRUE,9.8,40,33.18,VFT
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2009,2009-07-16,1.4212972446538443,Outside,TRUE,4.7,25,33.18,VFT
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2010,2010-08-19,1.9671226481560289,Outside,TRUE,NA,30,33.18,VFT
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2011,2011-08-16,1.9099228479041488,Outside,TRUE,7,60,33.18,VFT
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2012,2012-08-28,1.90734182692102,Outside,TRUE,16.4,15,33.18,VFT
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2013,2013-07-17,1.5183014786224196,Outside,TRUE,8.6,3,33.18,VFT
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2014,2014-07-30,2.0855826477477444,Outside,TRUE,8.1,50,33.18,VFT
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2015,2015-08-13,1.7274479932562896,Outside,TRUE,9.5,60,33.18,VFT
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2016,2016-09-29,1.12492875552286,Outside,TRUE,12,40,33.18,VFT
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2017,2017-08-23,2.1001000223409743,Outside,TRUE,13,30,33.18,VFT
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2018,2018-08-02,1.911453059109446,Outside,TRUE,19.5,20,33.18,VFT
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2019,2019-08-20,0.9763458998049583,Outside,TRUE,10.3,5,33.18,VFT
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1985,1985-08-07,1.6947533489417004,Outside,TRUE,11.1,17,46.72,VFT
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1986,1986-07-29,1.5090962528429908,Outside,TRUE,9.2,6,46.72,VFT
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1986,1986-09-11,1.5090962528429908,Outside,TRUE,13.1,NA,46.72,VFT
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1987,1987-09-30,0.9787133936874269,Outside,TRUE,15,30,46.72,VFT
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1988,1988-08-17,1.8306306074589893,Outside,TRUE,8,10,46.72,VFT
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1988,1988-08-30,1.8306306074589893,Outside,TRUE,7,17,46.72,VFT
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1989,1989-07-26,2.251600733079289,Outside,TRUE,9.3,13,46.72,VFT
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1989,1989-09-13,2.251600733079289,Outside,TRUE,14.5,10,46.72,VFT
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1990,1990-08-07,2.083164843248783,Outside,TRUE,12.7,70,46.72,VFT
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1990,1990-09-13,2.083164843248783,Outside,TRUE,18.9,2,46.72,VFT
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1991,1991-08-07,2.0684664956840084,Outside,TRUE,18.9,20,46.72,VFT
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1991,1991-10-03,2.0684664956840084,Outside,TRUE,8.9,30,46.72,VFT
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1992,1992-07-29,2.1459725239188456,Outside,TRUE,15,20,46.72,VFT
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1992,1992-09-15,2.1459725239188456,Outside,TRUE,14.5,15,46.72,VFT
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1993,1993-07-28,1.0523902569893993,Outside,TRUE,12,15,46.72,VFT
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1993,1993-09-28,1.0523902569893993,Outside,TRUE,13.2,50,46.72,VFT
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1994,1994-07-28,0.6809216523902315,Outside,TRUE,22.5,NA,46.72,VFT
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1994,1994-09-14,0.6809216523902315,Outside,TRUE,NA,30,46.72,VFT
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1995,1995-07-25,0.9503063348986429,Outside,TRUE,8.5,15,46.72,VFT
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1995,1995-09-26,0.9503063348986429,Outside,TRUE,NA,25,46.72,VFT
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1996,1996-08-06,1.252695875291027,Outside,TRUE,10.6,22,46.72,VFT
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1996,1996-09-17,1.252695875291027,Outside,TRUE,10,15,46.72,VFT
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1997,1997-07-07,1.7503631652501164,Outside,TRUE,13.2,15,46.72,VFT
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1997,1997-09-10,1.7503631652501164,Outside,TRUE,14.1,10,46.72,VFT
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1998,1998-07-09,0.7929799745782414,Outside,TRUE,12.5,30,46.72,VFT
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1998,1998-09-16,0.7929799745782414,Outside,TRUE,10.6,25,46.72,VFT
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1999,1999-07-20,2.1111589353172042,Outside,TRUE,12,40,46.72,VFT
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1999,1999-09-14,2.1111589353172042,Outside,TRUE,8.5,35,46.72,VFT
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2000,2000-08-29,0.8787430400482475,Outside,TRUE,7.8,15,46.72,VFT
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2001,2001-07-30,1.885074304300104,Outside,TRUE,20,10,46.72,VFT
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2001,2001-08-29,1.885074304300104,Outside,TRUE,9.5,15,46.72,VFT
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2002,2002-07-23,1.5296066671797117,Outside,TRUE,12.5,10,46.72,VFT
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2003,2003-08-05,1.8746566945030274,Outside,TRUE,15,20,46.72,VFT
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2003,2003-09-23,1.8746566945030274,Outside,TRUE,13,20,46.72,VFT
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2004,2004-07-29,0.6894413992702302,Outside,TRUE,10.5,20,46.72,VFT
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2004,2004-08-24,0.6894413992702302,Outside,TRUE,11,15,46.72,VFT
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2005,2005-07-13,1.2968265553078326,Outside,TRUE,9,5,46.72,VFT
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,2006-08-09,1.9386870883593252,Outside,TRUE,NA,20,46.72,VFT
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,2007-07-25,2.3605918957670067,Outside,TRUE,12,30,46.72,VFT
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,2008-08-13,1.5028199638138686,Outside,TRUE,12.3,22,46.72,VFT
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2009,2009-09-22,1.7184871528392385,Outside,TRUE,8.5,25,46.72,VFT
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2010,2010-07-01,1.718653209634658,Outside,TRUE,13,NA,46.72,VFT
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2011,2011-10-17,2.003001309000052,Outside,TRUE,12.5,15,46.72,VFT
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2012,2012-07-10,1.9450841116396398,Outside,TRUE,8.2,11,46.72,VFT
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2013,2013-06-26,0.7493890114573182,Outside,TRUE,8.5,25,46.72,VFT
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2014,2014-07-17,2.1386900062523253,Outside,TRUE,8,25,46.72,VFT
